country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",19-10-2025 20:00,28.647622,77.315809,OZONE,9,30,18
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",19-10-2025 20:00,28.695381,77.181665,PM10,171,318,267
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",19-10-2025 20:00,28.4706914,77.1099364,PM10,141,290,213
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",19-10-2025 20:00,28.4706914,77.1099364,NO2,61,140,88
India,Delhi,Delhi,"Bawana, Delhi - DPCC",19-10-2025 20:00,28.7762,77.051074,PM2.5,270,381,329
India,Delhi,Delhi,"Bawana, Delhi - DPCC",19-10-2025 20:00,28.7762,77.051074,NH3,4,12,7
India,Delhi,Delhi,"Bawana, Delhi - DPCC",19-10-2025 20:00,28.7762,77.051074,OZONE,4,212,143
India,Delhi,Delhi,"Alipur, Delhi - DPCC",19-10-2025 20:00,28.815329,77.15301,PM2.5,150,422,284
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",19-10-2025 20:00,28.656756,77.227234,SO2,3,47,25
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",19-10-2025 20:00,28.5710274,77.0719006,PM10,190,500,329
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",19-10-2025 20:00,28.56789,77.250515,NO2,31,114,60
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",19-10-2025 20:00,28.56789,77.250515,CO,10,115,67
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",19-10-2025 20:00,28.6573814,77.1585447,PM2.5,198,374,304
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",19-10-2025 20:00,28.6573814,77.1585447,PM10,150,313,225
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",19-10-2025 20:00,28.6573814,77.1585447,OZONE,33,302,176
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",19-10-2025 20:00,28.530785,77.271255,PM2.5,257,375,324
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",19-10-2025 20:00,28.530785,77.271255,NH3,6,10,7
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",19-10-2025 20:00,28.530785,77.271255,SO2,9,19,13
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",19-10-2025 20:00,28.530785,77.271255,CO,8,115,30
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",19-10-2025 20:00,28.530785,77.271255,OZONE,9,306,195
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",19-10-2025 20:00,28.674045,77.131023,SO2,12,16,13
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",19-10-2025 20:00,28.674045,77.131023,OZONE,4,179,115
India,Delhi,Delhi,"Pusa, Delhi - DPCC",19-10-2025 20:00,28.639652,77.146275,SO2,8,20,12
India,Delhi,Delhi,"Pusa, Delhi - IMD",19-10-2025 20:00,28.63611,77.173332,PM2.5,NA,NA,NA
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",19-10-2025 20:00,28.563262,77.186937,OZONE,5,251,127
India,Delhi,Delhi,"Rohini, Delhi - DPCC",19-10-2025 20:00,28.732528,77.11992,PM10,163,424,274
India,Delhi,Delhi,"Rohini, Delhi - DPCC",19-10-2025 20:00,28.732528,77.11992,NO2,7,43,24
India,Delhi,Delhi,"Rohini, Delhi - DPCC",19-10-2025 20:00,28.732528,77.11992,SO2,3,9,5
India,Delhi,Delhi,"Rohini, Delhi - DPCC",19-10-2025 20:00,28.732528,77.11992,CO,10,59,20
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",19-10-2025 20:00,28.58028,77.233829,PM2.5,204,345,316
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",19-10-2025 20:00,28.58028,77.233829,OZONE,51,131,53
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",19-10-2025 20:00,28.5918245,77.2273074,NO2,1,72,27
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",19-10-2025 20:00,28.611281,77.237738,NH3,18,22,19
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",19-10-2025 20:00,28.611281,77.237738,CO,10,114,52
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",19-10-2025 20:00,28.611281,77.237738,OZONE,2,305,191
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",19-10-2025 20:00,28.636429,77.201067,NO2,4,96,37
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",19-10-2025 20:00,28.636429,77.201067,OZONE,7,197,119
India,Delhi,Delhi,"Mundka, Delhi - DPCC",19-10-2025 20:00,28.684678,77.076574,PM2.5,170,375,284
India,Delhi,Delhi,"Mundka, Delhi - DPCC",19-10-2025 20:00,28.684678,77.076574,SO2,11,68,26
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",19-10-2025 20:00,28.60909,77.0325413,PM10,176,413,232
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",19-10-2025 20:00,28.60909,77.0325413,NH3,19,33,24
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",19-10-2025 20:00,28.60909,77.0325413,OZONE,10,65,35
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",19-10-2025 20:00,28.570173,76.933762,PM10,123,170,143
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",19-10-2025 20:00,28.6514781,77.1473105,NO2,55,165,99
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",19-10-2025 20:00,28.6514781,77.1473105,SO2,1,50,22
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",19-10-2025 20:00,28.5504249,77.2159377,NO2,51,64,57
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",19-10-2025 20:00,28.5504249,77.2159377,SO2,23,31,28
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",19-10-2025 20:00,28.710508,77.249485,PM2.5,160,413,285
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",19-10-2025 20:00,28.531346,77.190156,SO2,6,10,8
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",19-10-2025 20:00,28.699793,77.165453,PM10,239,500,384
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",19-10-2025 20:00,28.699793,77.165453,OZONE,2,346,169
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",19-10-2025 20:00,28.5710274,77.0719006,CO,24,151,151
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",19-10-2025 20:00,28.5710274,77.0719006,OZONE,13,276,154
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",19-10-2025 20:00,28.5627763,77.1180053,NO2,95,196,151
India,Delhi,Delhi,"ITO, Delhi - CPCB",19-10-2025 20:00,28.628624,77.24106,NO2,59,115,90
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-10-2025 20:00,12.9099161,80.1076538,NO2,9,18,13
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-10-2025 20:00,12.9099161,80.1076538,NH3,1,6,3
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-10-2025 20:00,12.9099161,80.1076538,SO2,15,16,15
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",19-10-2025 20:00,13.0664,80.2112,NO2,6,16,10
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",19-10-2025 20:00,26.902909,75.836858,PM2.5,55,315,130
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",19-10-2025 20:00,26.902909,75.836858,PM10,63,202,116
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",19-10-2025 20:00,26.843698,75.766894,PM2.5,41,357,218
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",19-10-2025 20:00,26.843698,75.766894,CO,24,109,36
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",19-10-2025 20:00,26.9164092,75.7994901,NO2,64,103,95
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",19-10-2025 20:00,26.786682,75.827928,PM2.5,NA,NA,NA
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",19-10-2025 20:00,26.786682,75.827928,NH3,NA,NA,NA
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",19-10-2025 20:00,26.786682,75.827928,SO2,NA,NA,NA
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",19-10-2025 20:00,26.786682,75.827928,CO,14,81,31
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",19-10-2025 20:00,26.786682,75.827928,OZONE,25,153,102
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",19-10-2025 20:00,26.960669,75.771817,PM2.5,37,126,61
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",19-10-2025 20:00,26.960669,75.771817,NO2,14,117,45
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",19-10-2025 20:00,26.960669,75.771817,CO,24,56,34
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",19-10-2025 20:00,26.9502929,75.730943,NO2,59,136,86
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",19-10-2025 20:00,26.9502929,75.730943,NH3,1,33,10
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",19-10-2025 20:00,13.1278,80.2642,SO2,1,5,2
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",19-10-2025 20:00,13.1278,80.2642,CO,9,104,22
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",19-10-2025 20:00,13.1662,80.2584,NH3,1,2,1
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",19-10-2025 20:00,12.9533,80.2357,NO2,1,3,2
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",19-10-2025 20:00,12.9533,80.2357,NH3,4,6,5
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",19-10-2025 20:00,17.540891,78.358528,SO2,5,9,7
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",19-10-2025 20:00,17.393559,78.339194,PM10,NA,NA,NA
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",19-10-2025 20:00,17.393559,78.339194,SO2,15,23,18
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",19-10-2025 20:00,17.393559,78.339194,CO,32,49,43
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",19-10-2025 20:00,17.544899,78.486949,SO2,6,91,22
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",19-10-2025 20:00,17.544899,78.486949,OZONE,23,32,31
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",19-10-2025 20:00,17.429398,78.569354,PM10,86,159,104
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",19-10-2025 20:00,17.429398,78.569354,NH3,3,5,5
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",19-10-2025 20:00,17.460103,78.334361,NO2,22,87,45
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",19-10-2025 20:00,17.460103,78.334361,CO,19,30,23
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",19-10-2025 20:00,17.460103,78.334361,OZONE,7,24,19
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",19-10-2025 20:00,17.5184,78.278777,PM10,97,157,128
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",19-10-2025 20:00,17.5184,78.278777,NO2,5,16,11
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",19-10-2025 20:00,17.5316895,78.218939,SO2,2,12,8
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-10-2025 20:00,13.0052189,80.2398125,SO2,4,13,9
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-10-2025 20:00,13.0052189,80.2398125,OZONE,5,9,7
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",19-10-2025 20:00,17.37206,78.50864,CO,36,41,40
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",19-10-2025 20:00,17.4559458,78.4332152,SO2,3,10,6
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",19-10-2025 20:00,17.417094,78.457437,SO2,9,12,10
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",19-10-2025 20:00,22.5367507,88.3638022,NH3,7,8,8
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",19-10-2025 20:00,22.55664,88.342674,NH3,5,5,5
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",19-10-2025 20:00,22.49929,88.36917,PM2.5,56,195,106
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",19-10-2025 20:00,22.49929,88.36917,CO,36,70,43
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",19-10-2025 20:00,22.627847,88.380669,PM10,NA,NA,NA
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",19-10-2025 20:00,22.627847,88.380669,SO2,5,11,8
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",19-10-2025 20:00,22.627847,88.380669,CO,25,36,27
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",19-10-2025 20:00,22.51106,88.35142,PM2.5,NA,NA,NA
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",19-10-2025 20:00,22.51106,88.35142,NO2,NA,NA,NA
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",19-10-2025 20:00,22.51106,88.35142,OZONE,NA,NA,NA
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",19-10-2025 20:00,22.5448082,88.3403691,NO2,12,25,18
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",19-10-2025 20:00,28.647622,77.315809,PM2.5,153,478,362
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",19-10-2025 20:00,28.647622,77.315809,PM10,215,500,423
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",19-10-2025 20:00,28.647622,77.315809,NO2,20,66,43
India,Delhi,Delhi,"Mundka, Delhi - DPCC",19-10-2025 20:00,28.684678,77.076574,NO2,46,103,74
India,Delhi,Delhi,"Mundka, Delhi - DPCC",19-10-2025 20:00,28.684678,77.076574,NH3,5,7,6
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",19-10-2025 20:00,28.60909,77.0325413,NO2,57,106,76
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",19-10-2025 20:00,28.60909,77.0325413,CO,18,131,80
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",19-10-2025 20:00,28.570173,76.933762,SO2,4,17,9
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",19-10-2025 20:00,28.570173,76.933762,CO,2,62,27
India,Delhi,Delhi,"Narela, Delhi - DPCC",19-10-2025 20:00,28.822836,77.101981,PM2.5,178,352,283
India,Delhi,Delhi,"Narela, Delhi - DPCC",19-10-2025 20:00,28.822836,77.101981,NO2,12,58,36
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",19-10-2025 20:00,28.6514781,77.1473105,PM10,170,464,260
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",19-10-2025 20:00,28.5504249,77.2159377,PM10,162,416,249
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",19-10-2025 20:00,28.5504249,77.2159377,CO,18,117,34
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",19-10-2025 20:00,28.710508,77.249485,NH3,5,11,6
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",19-10-2025 20:00,28.710508,77.249485,SO2,35,48,40
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",19-10-2025 20:00,28.710508,77.249485,CO,58,108,71
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",19-10-2025 20:00,28.672342,77.31526,NO2,26,115,72
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",19-10-2025 20:00,28.672342,77.31526,NH3,10,12,11
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",19-10-2025 20:00,28.699793,77.165453,SO2,12,31,23
India,Delhi,Delhi,"Pusa, Delhi - DPCC",19-10-2025 20:00,28.639652,77.146275,PM10,163,446,242
India,Delhi,Delhi,"Pusa, Delhi - IMD",19-10-2025 20:00,28.63611,77.173332,NO2,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IMD",19-10-2025 20:00,28.63611,77.173332,CO,24,106,46
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",19-10-2025 20:00,28.563262,77.186937,PM10,147,306,214
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",19-10-2025 20:00,28.563262,77.186937,SO2,8,41,21
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",19-10-2025 20:00,28.563262,77.186937,CO,65,140,87
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",19-10-2025 20:00,28.5512005,77.2735737,NO2,4,72,34
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",19-10-2025 20:00,28.5512005,77.2735737,CO,48,132,79
India,Delhi,Delhi,"DTU, Delhi - CPCB",19-10-2025 20:00,28.7500499,77.1112615,PM10,134,283,166
India,Delhi,Delhi,"DTU, Delhi - CPCB",19-10-2025 20:00,28.7500499,77.1112615,NH3,5,10,7
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",19-10-2025 20:00,28.5710274,77.0719006,NO2,39,179,93
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",19-10-2025 20:00,28.5627763,77.1180053,OZONE,2,6,2
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",19-10-2025 20:00,28.6811736,77.3025234,PM2.5,217,441,357
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",19-10-2025 20:00,28.6811736,77.3025234,OZONE,4,67,43
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",19-10-2025 20:00,28.73282,77.170633,NH3,3,7,5
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",19-10-2025 20:00,28.695381,77.181665,NO2,22,100,63
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",19-10-2025 20:00,28.695381,77.181665,NH3,1,1,1
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",19-10-2025 20:00,28.695381,77.181665,CO,2,110,39
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",19-10-2025 20:00,28.695381,77.181665,OZONE,1,219,138
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",19-10-2025 20:00,28.7256504,77.2011573,PM10,142,317,235
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",19-10-2025 20:00,28.58028,77.233829,SO2,2,37,18
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",19-10-2025 20:00,28.588333,77.221667,PM10,144,184,162
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",19-10-2025 20:00,28.636429,77.201067,PM10,123,316,181
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",19-10-2025 20:00,28.636429,77.201067,NH3,2,6,4
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",19-10-2025 20:00,28.56789,77.250515,SO2,1,64,23
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",19-10-2025 20:00,28.623763,77.287209,SO2,9,14,11
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",19-10-2025 20:00,26.9502929,75.730943,PM10,78,255,130
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",19-10-2025 20:00,26.9502929,75.730943,SO2,5,45,22
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",19-10-2025 20:00,26.9502929,75.730943,CO,100,181,117
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",19-10-2025 20:00,26.902909,75.836858,NH3,5,29,14
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",19-10-2025 20:00,26.902909,75.836858,CO,34,111,49
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",19-10-2025 20:00,26.9164092,75.7994901,PM10,38,169,86
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",19-10-2025 20:00,26.9164092,75.7994901,CO,53,86,66
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",19-10-2025 20:00,17.540891,78.358528,PM2.5,84,170,116
India,TamilNadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",19-10-2025 20:00,13.218341,80.32027,NH3,1,2,1
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",19-10-2025 20:00,13.1278,80.2642,PM10,20,183,79
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",19-10-2025 20:00,13.1662,80.2584,PM2.5,NA,NA,NA
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",19-10-2025 20:00,13.1662,80.2584,NO2,1,7,5
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",19-10-2025 20:00,13.164544,80.26285,PM2.5,45,141,76
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",19-10-2025 20:00,13.164544,80.26285,PM10,48,118,80
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",19-10-2025 20:00,13.164544,80.26285,NO2,3,22,15
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",19-10-2025 20:00,13.164544,80.26285,CO,12,28,21
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",19-10-2025 20:00,12.9533,80.2357,PM10,1,500,110
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-10-2025 20:00,12.9099161,80.1076538,PM2.5,32,380,137
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-10-2025 20:00,13.0052189,80.2398125,PM2.5,47,97,67
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-10-2025 20:00,13.0052189,80.2398125,PM10,39,139,81
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",19-10-2025 20:00,17.349694,78.451437,SO2,3,5,4
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",19-10-2025 20:00,17.349694,78.451437,CO,12,16,13
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",19-10-2025 20:00,17.460103,78.334361,PM10,96,138,116
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",19-10-2025 20:00,17.470431,78.566959,PM10,72,100,81
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",19-10-2025 20:00,17.5184,78.278777,SO2,6,22,13
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",19-10-2025 20:00,17.5184,78.278777,CO,13,38,26
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",19-10-2025 20:00,17.5316895,78.218939,NH3,1,7,4
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",19-10-2025 20:00,17.585705,78.126199,NO2,8,9,9
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",19-10-2025 20:00,17.544899,78.486949,PM10,NA,NA,NA
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",19-10-2025 20:00,17.544899,78.486949,CO,10,26,19
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",19-10-2025 20:00,17.429398,78.569354,PM2.5,48,57,50
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",19-10-2025 20:00,17.429398,78.569354,CO,21,71,71
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",19-10-2025 20:00,17.37206,78.50864,OZONE,23,40,35
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",19-10-2025 20:00,17.528544,78.286195,PM2.5,39,57,50
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",19-10-2025 20:00,17.528544,78.286195,NH3,3,6,4
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",19-10-2025 20:00,22.5367507,88.3638022,PM10,60,106,79
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",19-10-2025 20:00,22.5367507,88.3638022,NO2,27,64,46
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",19-10-2025 20:00,22.5367507,88.3638022,OZONE,13,35,29
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",19-10-2025 20:00,22.58157048,88.41002457,PM2.5,41,89,64
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",19-10-2025 20:00,22.58157048,88.41002457,PM10,40,104,76
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",19-10-2025 20:00,22.58157048,88.41002457,NH3,4,6,5
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",19-10-2025 20:00,22.55664,88.342674,PM2.5,46,83,64
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",19-10-2025 20:00,22.55664,88.342674,NO2,19,19,19
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",19-10-2025 20:00,22.55664,88.342674,CO,24,45,28
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",19-10-2025 20:00,22.49929,88.36917,SO2,5,8,6
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",19-10-2025 20:00,22.627847,88.380669,NH3,7,9,8
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",19-10-2025 20:00,22.5448082,88.3403691,SO2,3,13,8
India,Delhi,Delhi,"Alipur, Delhi - DPCC",19-10-2025 20:00,28.815329,77.15301,NH3,4,8,6
India,Delhi,Delhi,"Alipur, Delhi - DPCC",19-10-2025 20:00,28.815329,77.15301,SO2,6,19,10
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",19-10-2025 20:00,28.647622,77.315809,SO2,31,107,69
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",19-10-2025 20:00,28.695381,77.181665,SO2,18,30,24
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",19-10-2025 20:00,28.4706914,77.1099364,PM2.5,177,320,264
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",19-10-2025 20:00,28.7256504,77.2011573,PM2.5,227,358,314
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",19-10-2025 20:00,28.5512005,77.2735737,PM10,200,441,315
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",19-10-2025 20:00,28.656756,77.227234,PM10,189,409,328
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",19-10-2025 20:00,28.656756,77.227234,NH3,12,51,26
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",19-10-2025 20:00,28.699793,77.165453,NH3,10,18,15
